n;u;x;y_next
152;0.225447827806;-2.653488832975;-4.273717165557
153;0.227948801340;-2.483444188944;-17.508675073546
154;0.086638360540;-12.091336188251;0.464733639664
155;0.124957919231;-9.485936479092;1.195237310184
156;0.279898969087;1.048719451893;-12.283497939847
157;0.155385478039;-7.417124739631;-14.745295374181
158;0.027765762219;-16.094165442670;0.626919848468
159;0.286547874886;1.500787738302;-6.462570053302
160;0.208443130188;-3.809661705064;9.633229607596
161;0.338062511116;5.003338989877;-2.231670175898
162;0.170516405964;-6.388352056418;-7.557286009509
163;0.194874021140;-4.732244166215;-17.728885521472
164;0.039518552078;-15.295077031247;-1.923844933277
165;0.295527427915;2.111319948267;3.384621290186
166;0.294224314551;2.022719471210;-7.844252800812
167;0.202879195774;-4.187961288879;2.668222078359
168;0.394671107208;8.852235606512;0.753511053051
169;0.275802135912;0.770170107173;-11.433840635843
170;0.159389333735;-7.144897062110;-2.365153290453
171;0.113614295854;-10.257205096423;-16.145487543919
172;0.000000000000;-17.981997956481;7.302471128300
173;0.347775281594;5.663723666607;5.631857124261
174;0.409892721449;9.887174177608;7.000621695961
175;0.335635079468;4.838294560248;8.038355477113
176;0.450851685635;12.672030711054;-0.865847877146
177;0.271909839744;0.505527515982;6.340107332574
178;0.324900447882;4.108432135702;11.278218825295
179;0.466328118449;13.724294748759;-1.514470467357
180;0.278173703481;0.931416260967;4.990240573474
181;0.309328005700;3.049640288488;11.048942286930
182;0.351180477472;5.895247636495;-1.296777349953
183;0.170337880360;-6.400490258738;-1.830615241687
184;0.246050302993;-1.252698095994;15.808996343712
185;0.411022751490;9.964006480539;8.536453187959
186;0.485947242080;15.058226055612;-1.746643558954
187;0.238611189076;-1.758493723542;4.684940822865
188;0.302285055308;2.570780365999;-9.117529521397
189;0.072577782012;-13.047334338049;0.890347003854
190;0.255087934437;-0.638217054468;-6.028073883330
191;0.206994565962;-3.908151587089;-12.187699830885
192;0.061238313464;-13.818320462806;1.304796104256
193;0.248412449269;-1.092092508902;-5.235379883640
194;0.216144604952;-3.286027801271;-19.037410889119
195;0.068232807284;-13.342755169552;-0.951251404918
196;0.400833492359;9.271224682287;-2.343742301109
197;0.239095284283;-1.725579421975;10.929120960481
198;0.354129690414;6.095768696850;-2.978307632533
199;0.103348881836;-10.955164770518;-4.577304192959
