ConditionID,DecisionGrade,Drive,Windows,InitialMass_molecules,InjectedMass_molecules,RemainingMass_molecules,DecayLoss_molecules,BoundaryLoss_molecules,MassResidual_molecules,MassResidualFraction,MinAHL_uM,PeakAHL_uM,MeanAHL_uM,PlumeCoverage_H_ge_0p10,WallInteriorRatio,WallMassFraction,MeanH,VarH,MeanR,VarR,MeanL,VarL,WeakFraction_H_lt_0p05,SaturatedFraction_H_gt_0p90,Lag1MeanC,Lag1MeanR,Lag1MeanL,NearProbeWindowEnd_uM,MiddleProbeWindowEnd_uM,FarProbeWindowEnd_uM,MemoryR2Delay1to10,LinearMemorySumPositiveR2,NumericalFailure,C_t37_s,C_t14_s,C_t5_s,C_t1_s,R_t37_s,R_t14_s,R_t5_s,R_t1_s,L_t37_s,L_t14_s,L_t5_s,L_t1_s,CResidual30,RResidual30,LResidual30,Exclusions,EligibleForPromotion
PRI_UPSTREAM_CENTER_F0p5,DECISION_GRADE_PHYSICAL_SCREEN,STEP_ON_OFF,12,3021293972.6476684,38400000000.0,5051125.997407265,39499304275.6325,1916938571.0179055,-0.0001442432403564453,3.4823451061595415e-15,0.0006002665673550589,75.39261472107042,1.080526544055804,0.43437916666666665,0.7400064109521557,0.08913967572387547,0.22823553909623603,0.0926140516691667,0.23002440910085917,0.09226429991111933,0.32662332709938163,0.034725927981950754,0.4963916666666667,0.0373125,0.7301423290172869,0.7117208833440185,0.8569116222932497,0.28989879|0.073660423|1.9696198|2.3877834|2.4913592|2.5188526|0.57674132|0.14643496|0.039510628|0.011067155|0.003169152|0.00091893957,0.38533341|0.12021538|1.4438038|1.9485413|2.1086542|2.1573861|0.76451602|0.23861294|0.072151763|0.021532731|0.0063846232|0.001886709,0.31994495|0.13098721|0.3075318|0.65493922|0.81793292|0.87593974|0.63167587|0.25950918|0.088458498|0.027958486|0.008533299|0.002559782,,nan,False,152.76296497277454,400.54419552023757,674.7420518248682,1091.7878715327824,416.2724170401961,572.145200088066,720.3298468093445,939.4926956679243,1943.9441184089922,3401.7359944971085,4946.165101451467,7360.321996927681,1.171472230249388e-11,2.3150698376230303e-20,0.0028848311626481567,,True
PRI_UPSTREAM_CENTER_F0p5,DECISION_GRADE_PHYSICAL_SCREEN,ALTERNATING_BINARY,12,3021293972.6476684,57600000000.0,1531677166.7356226,56603194603.93668,2486422201.9753675,-1.049041748046875e-05,1.730483926193002e-16,0.29206680538429686,74.44657025314537,1.5463382580586449,0.8184875,0.7313768088363297,0.08819184711972837,0.34992423785889565,0.07507697337236698,0.3518456936121085,0.0731760802560578,0.3753095978620585,0.041449420571402454,0.023641666666666665,0.03909166666666666,-0.9915586477582918,-0.9937248478318602,0.5497721602258491,2.239634|0.50613719|2.0771714|0.46667454|2.066834|0.46383173|2.0660287|0.46359962|2.0659611|0.46357986|2.0659553|0.46357816,1.7927932|0.65045153|1.6115465|0.59207879|1.5936777|0.58671437|1.5920822|0.58624214|1.5919428|0.58620103|1.5919307|0.58619746,0.58288093|0.50890271|0.48031456|0.45301941|0.45959554|0.4462397|0.45749221|0.44560356|0.45730227|0.44554723|0.45728562|0.44554232,,nan,False,152.76296497277454,400.54419552023757,674.7420518248682,1091.7878715327824,416.2724170401961,572.145200088066,720.3298468093445,939.4926956679243,1943.9441184089922,3401.7359944971085,4946.165101451467,7360.321996927681,1.171472230249388e-11,2.3150698376230303e-20,0.0028848311626481567,,True
PRI_UPSTREAM_CENTER_F0p5,DECISION_GRADE_PHYSICAL_SCREEN,FIXED_RANDOM,64,3021293972.6476684,306282950400.0,4536511321.638729,292331228043.6739,12436505007.336733,-0.0017108917236328125,5.531420130050145e-15,0.11438603648552559,72.12971284102474,1.496112608714878,0.78432890625,0.7265998636805525,0.08766632474165578,0.35790067182495733,0.07459179051970787,0.3590451002694674,0.07350221426678906,0.35895227997874374,0.04487375185095496,0.09431484375,0.030740625,0.3530289910316204,0.3415223379686408,0.9323674224274195,2.155421|1.7417983|1.0633568|1.5864756|1.35911|1.3855598|1.67437|2.1477884|1.7439216|0.66882394|1.8564482|0.70498354|1.9250312|1.3081737|0.45438793|1.3629412|1.8115175|2.2880798|1.4760665|0.53968035|0.70331537|0.18113187|1.4120491|0.48293489|0.25943525|1.5161723|0.83826359|0.32532234|1.2113504|0.60943976|0.2202049|1.0827842|1.435165|2.1444853|1.2677214|1.801622|1.3548653|0.88148939|1.2986984|0.57936829|1.8892983|1.3754229|0.96700701|1.0410185|0.50489669|0.40077032|1.8203813|1.7369384|1.1138237|1.398119|0.82803748|0.24524159|0.91882851|1.7320166|1.6415265|1.7377408|1.0371458|1.4624963|0.43776672|1.623357|2.1352556|1.5354643|2.1987733|1.8719363,1.7320022|1.5330233|1.0160857|1.313117|1.1919643|1.1934603|1.4017137|1.7756429|1.5432003|0.7334201|1.4643495|0.74161831|1.5137095|1.1845449|0.52097392|1.0728361|1.478157|1.8874243|1.3673983|0.6136412|0.61249731|0.23066373|1.0592939|0.5147086|0.27331238|1.1407864|0.78401523|0.36308985|0.93625735|0.58792356|0.25579166|0.82553607|1.1660225|1.7336808|1.1911391|1.4960938|1.2183579|0.83489136|1.0753239|0.59090096|1.4624208|1.2239262|0.89664179|0.89879791|0.51013522|0.37444107|1.3759612|1.4697369|1.0399443|1.1800533|0.78800513|0.30697124|0.71656358|1.3639498|1.4007324|1.4798775|0.98726581|1.2185621|0.5119747|1.2592028|1.740658|1.3858416|1.8130569|1.6418369,0.5715242|0.66173675|0.54236446|0.49236564|0.51483705|0.49707518|0.53388642|0.64474471|0.68075874|0.49376163|0.46515178|0.45342791|0.4706821|0.54549678|0.37419824|0.33954198|0.50666442|0.67545519|0.6713725|0.43960626|0.27811654|0.18558016|0.26207753|0.31430883|0.18146325|0.28412781|0.38166695|0.25381192|0.27094643|0.3077366|0.19003139|0.22332356|0.39031316|0.57736407|0.59897147|0.56443849|0.56094462|0.4406646|0.40321961|0.34964734|0.42136044|0.53756173|0.45021301|0.38223115|0.30114951|0.19773771|0.34777014|0.55893905|0.52252252|0.46912567|0.41323382|0.24801609|0.21937933|0.40780679|0.55182606|0.59174459|0.51857917|0.46663506|0.36802921|0.37205595|0.59232892|0.63854176|0.6626346|0.70794209,0.99999775|0.99676286|0.8234587|0.10337043|0.24710973|-0.054019316|0.19197531|-0.087578888|-0.43125895|-0.34928053,3.362674783362752,False,152.76296497277454,400.54419552023757,674.7420518248682,1091.7878715327824,416.2724170401961,572.145200088066,720.3298468093445,939.4926956679243,1943.9441184089922,3401.7359944971085,4946.165101451467,7360.321996927681,1.171472230249388e-11,2.3150698376230303e-20,0.0028848311626481567,,True
PRI_UPSTREAM_CENTER_F0p666667,DECISION_GRADE_PHYSICAL_SCREEN,SINGLE_PULSE,12,2916357794.2783246,9600000000.0,2880.1878149931854,11437518294.577536,1078836619.5129392,3.457069396972656e-05,2.7620410456410943e-15,2.3228301992801894e-07,73.81637478357203,0.31417484472742235,0.16239166666666666,0.7460095082213473,0.08979786196479907,0.06856444296901629,0.03211240960023702,0.0699490042907427,0.03228954574339388,0.208858929322527,0.02849287831378274,0.8092708333333334,0.0070875,0.9995295651370573,0.9932016518624345,0.9940973934118817,1.9164211|0.37881804|0.084584737|0.020248554|0.0050512864|0.0012897311|0.0003334635|8.6789823e-05|2.2666278e-05|5.9300712e-06|1.5528658e-06|4.0682701e-07,1.9157292|0.62248665|0.17380257|0.046828914|0.012440539|0.0032829433|0.00086346087|0.00022672045|5.9479398e-05|1.5597413e-05|4.0892295e-06|1.0719648e-06,0.6973632|0.56434911|0.21332419|0.065063333|0.018291004|0.0049603939|0.0013224462|0.00034961332|9.2037814e-05|2.4177832e-05|6.3444901e-06|1.6639318e-06,,nan,False,147.4453495850971,390.977852218409,652.9993325384653,1040.120793762149,402.67587065301143,556.5910719059103,699.6758042061435,905.3669900044703,1927.8497395625923,3385.6409901382,4930.070060913217,7344.226966328164,5.258255548930332e-13,2.2186705025121147e-20,0.0028540423703421725,,True
PRI_UPSTREAM_CENTER_F0p666667,DECISION_GRADE_PHYSICAL_SCREEN,STEP_ON_OFF,12,2916357794.2783246,38400000000.0,2652601.8906972986,38423467051.87464,2890238140.513115,-0.0001220703125,2.954527432156782e-15,0.00021844817713042078,74.61960754079365,1.050459310239184,0.4325833333333333,0.7156294265478617,0.08645714643964073,0.22726864093413704,0.09113933943306186,0.22906045863127358,0.0907062701991828,0.3243513171540603,0.028480195950496643,0.5108666666666667,0.033495833333333336,0.7241590321298507,0.7048477367835568,0.8533963062355554,0.21344827|0.048078508|1.7145451|2.0366084|2.1074656|2.1242691|0.42546505|0.095786675|0.023048135|0.0057668119|0.0014748306|0.00038165232,0.36144324|0.10039983|1.581283|2.083538|2.2250683|2.263339|0.71923705|0.19983995|0.053742189|0.014264393|0.0037625771|0.00098939038,0.34496053|0.12557195|0.39022237|0.80175591|0.96954547|1.0219335|0.68440009|0.24967313|0.075250726|0.021049835|0.0056953931|0.00151669,,nan,False,147.4453495850971,390.977852218409,652.9993325384653,1040.120793762149,402.67587065301143,556.5910719059103,699.6758042061435,905.3669900044703,1927.8497395625923,3385.6409901382,4930.070060913217,7344.226966328164,5.258255548930332e-13,2.2186705025121147e-20,0.0028540423703421725,,True
PRI_UPSTREAM_CENTER_F0p666667,DECISION_GRADE_PHYSICAL_SCREEN,ALTERNATING_BINARY,12,2916357794.2783246,57600000000.0,1416595109.8336465,55296860125.29095,3802902559.1537924,-6.008148193359375e-05,9.92813912196056e-16,0.19163618734064908,73.81637478357203,1.509832249118302,0.8235875,0.7068383437731617,0.08548586408459095,0.34432986073492516,0.07209406614720504,0.3462974466550584,0.06994666883674543,0.3702351572946882,0.03231225201252155,0.033375,0.03593333333333333,-0.9926659980599953,-0.9943571535428216,0.5106401493276743,1.9164211|0.37881804|1.7875576|0.35098809|1.7810366|0.34938182|1.7806293|0.34927692|1.7806021|0.34926981|1.7806002|0.34926933,1.9157292|0.62248665|1.7280885|0.56891573|1.7135319|0.56503343|1.7125054|0.56476318|1.7124345|0.56474455|1.7124296|0.56474327,0.6973632|0.56434911|0.56572686|0.5038405|0.54619817|0.49822482|0.54465948|0.49781257|0.54455022|0.49778377|0.54454265|0.49778178,,nan,False,147.4453495850971,390.977852218409,652.9993325384653,1040.120793762149,402.67587065301143,556.5910719059103,699.6758042061435,905.3669900044703,1927.8497395625923,3385.6409901382,4930.070060913217,7344.226966328164,5.258255548930332e-13,2.2186705025121147e-20,0.0028540423703421725,,True
PRI_UPSTREAM_CENTER_F0p666667,DECISION_GRADE_PHYSICAL_SCREEN,FIXED_RANDOM,64,2916357794.2783246,306282950400.0,4376048264.93529,285800172851.9443,19023087077.39949,-0.0007476806640625,2.4181188128425953e-15,0.0745300559986385,71.46565390051025,1.4618879702818763,0.806771875,0.701871555924248,0.08493619515040172,0.3537591727630573,0.06921863612461977,0.35497462096073584,0.0678868998887035,0.3548333938254147,0.03664902995465736,0.0893359375,0.028325,0.33454255493969504,0.32839453803330687,0.929531398055832,1.8428663|1.4601216|0.87271897|1.3469673|1.1396527|1.1664304|1.4188254|1.8254169|1.4597125|0.52746801|1.592103|0.56387973|1.6524778|1.0892657|0.35311144|1.1692269|1.5442148|1.9460836|1.2220352|0.4202917|0.58925123|0.13513575|1.2235269|0.38534753|0.2066933|1.3132653|0.69294487|0.25505201|1.0433569|0.49953202|0.17015278|0.93518662|1.2248369|1.8319438|1.0461363|1.5290073|1.1294348|0.72475337|1.1024759|0.46716478|1.6271985|1.1502952|0.79980923|0.87548602|0.40791267|0.33013734|1.5755544|1.4697835|0.92025788|1.1821581|0.68032228|0.18425315|0.78952139|1.4874385|1.3861928|1.4673751|0.85229756|1.2399439|0.33822138|1.3970964|1.8208081|1.279543|1.8693181|1.570014,1.8485965|1.5998695|1.0313409|1.3830691|1.241317|1.2467177|1.4774546|1.8811921|1.6055384|0.71738035|1.562381|0.73997773|1.6198187|1.2276251|0.50322692|1.1443753|1.5743894|2.0041952|1.4063197|0.59187274|0.62859103|0.21574696|1.1502333|0.5159657|0.26651125|1.2391384|0.8094625|0.35261384|1.0062219|0.60046222|0.24465674|0.89123237|1.2455772|1.8522238|1.2227616|1.5769551|1.2603402|0.84719913|1.132325|0.59106097|1.5739889|1.2759831|0.91747664|0.93512859|0.50932655|0.37785089|1.4941925|1.555045|1.0664637|1.2371815|0.80150617|0.28741281|0.76533302|1.4677242|1.4764055|1.5547857|1.0050032|1.2812691|0.49528178|1.351113|1.8560946|1.4365836|1.917912|1.7116209,0.68214223|0.77211184|0.60773959|0.56640219|0.59371091|0.5721795|0.62312596|0.76209187|0.78794152|0.53926661|0.54262495|0.51004846|0.55669005|0.63257553|0.40534138|0.39451188|0.6073386|0.80594471|0.76986516|0.4726614|0.3009053|0.19547168|0.3210337|0.36054654|0.19306518|0.35011641|0.44638842|0.27516929|0.32180654|0.35360905|0.20269851|0.26831638|0.47322903|0.6973002|0.68893124|0.65395256|0.64268236|0.49032382|0.46344258|0.38963973|0.50623749|0.62980059|0.50776359|0.43338648|0.33203901|0.21396456|0.43044014|0.67044176|0.59664712|0.53854114|0.46448849|0.26082498|0.25379138|0.49913896|0.6552395|0.69140729|0.58484055|0.53609226|0.40280239|0.43971244|0.71364506|0.73990435|0.77559777|0.82007363,0.99999843|0.99811315|0.86721363|0.12243334|0.25948716|-0.031445211|0.20302538|-0.13619913|-0.44443594|-0.33502314,3.4502710937298176,False,147.4453495850971,390.977852218409,652.9993325384653,1040.120793762149,402.67587065301143,556.5910719059103,699.6758042061435,905.3669900044703,1927.8497395625923,3385.6409901382,4930.070060913217,7344.226966328164,5.258255548930332e-13,2.2186705025121147e-20,0.0028540423703421725,,True
PRI_UPSTREAM_CENTER_F1p0,DECISION_GRADE_PHYSICAL_SCREEN,SINGLE_PULSE,12,2668405087.428042,9600000000.0,130.87886504349757,10444356616.301754,1824048340.247435,-1.1920928955078125e-05,9.716771552721233e-16,5.090660083519565e-09,72.49416715832616,0.2864204531492658,0.14970416666666667,0.7135609396068359,0.08622879541824788,0.0639932246891126,0.030112658492272685,0.06527489203072429,0.030154346610751896,0.19762482425555428,0.022601031346557006,0.8295,0.006204166666666667,0.9990093227519038,0.9948365899749066,0.9948418256709501,1.3395954|0.19177136|0.031835256|0.0057223561|0.0010739395|0.00020605402|3.9966418e-05|7.7924486e-06|1.523061e-06|2.9806568e-07|5.8333399e-08|1.1449714e-08,2.0475316|0.50162681|0.1044999|0.020988549|0.0041580145|0.00081877188|0.00016077915|3.1530879e-05|6.179662e-06|1.2109848e-06|2.3708473e-07|4.6604466e-08,0.93751002|0.61106842|0.17038946|0.038241551|0.0079422323|0.0015973522|0.00031672564|6.2394419e-05|1.2254592e-05|2.4035492e-06|4.710482e-07|9.2348582e-08,,nan,False,139.39164878749872,372.42406791392625,603.2500170289659,928.691757088072,381.8502812219959,526.1628850652887,652.256988800376,826.2596438724124,1900.1334880956006,3357.9243710683368,4902.3535497117655,7316.5104254812595,3.762778048200776e-12,2.4333612470994884e-20,0.002801790436548375,,True
PRI_UPSTREAM_CENTER_F1p0,DECISION_GRADE_PHYSICAL_SCREEN,STEP_ON_OFF,12,2668405087.428042,38400000000.0,500048.13873043883,35952791050.66647,5115113988.622875,-4.1961669921875e-05,1.0217506580191109e-15,1.97330967334332e-05,73.03656645450639,0.9814112067859045,0.4134833333333333,0.6812516040660338,0.08264712430857628,0.21934270558999114,0.08834110073477411,0.22111615017497058,0.08770518916794627,0.31192121682932683,0.02074259829771309,0.5440458333333333,0.027820833333333333,0.7082960780163048,0.6888953293238894,0.8481884754712309,0.10463404|0.017496726|1.2381196|1.40983|1.4380272|1.4430636|0.20904421|0.034950002|0.0063079038|0.0011863817|0.00022787234|4.4221251e-05,0.27985016|0.058073606|1.7793287|2.2135405|2.3045411|2.3228589|0.55880999|0.11597233|0.023260247|0.004605245|0.00090658404|0.00017799932,0.35346356|0.095858718|0.60537442|1.1036705|1.2492042|1.2823205|0.70518872|0.19137289|0.042588064|0.0088154123|0.0017703985|0.00035080733,,nan,False,139.39164878749872,372.42406791392625,603.2500170289659,928.691757088072,381.8502812219959,526.1628850652887,652.256988800376,826.2596438724124,1900.1334880956006,3357.9243710683368,4902.3535497117655,7316.5104254812595,3.762778048200776e-12,2.4333612470994884e-20,0.002801790436548375,,True
PRI_UPSTREAM_CENTER_F1p0,DECISION_GRADE_PHYSICAL_SCREEN,ALTERNATING_BINARY,12,2668405087.428042,57600000000.0,1140544208.6867342,52205892989.81285,6921967888.928542,-9.059906005859375e-05,1.5032596254566005e-15,0.07572971492881339,72.49416715832616,1.4234618090574314,0.7590958333333333,0.6726624077202554,0.08169023447052169,0.3260526739265046,0.07126339652381579,0.32806246850085613,0.06869941292999535,0.3520410319608324,0.020925674368945442,0.09521666666666667,0.032529166666666665,-0.9951747728623865,-0.9959686041264735,0.4139113455632167,1.3395954|0.19177136|1.2667967|0.17999699|1.2647124|0.17960903|1.2646383|0.17959468|1.2646355|0.17959413|1.2646354|0.17959411,2.0475316|0.50162681|1.8721813|0.46454175|1.8646921|0.46305454|1.8643989|0.46299694|1.8643876|0.46299472|1.8643872|0.46299464,0.93751002|0.61106842|0.75443593|0.55345125|0.74105021|0.55063424|0.74048043|0.55052097|0.74045809|0.55051658|0.74045723|0.55051641,,nan,False,139.39164878749872,372.42406791392625,603.2500170289659,928.691757088072,381.8502812219959,526.1628850652887,652.256988800376,826.2596438724124,1900.1334880956006,3357.9243710683368,4902.3535497117655,7316.5104254812595,3.762778048200776e-12,2.4333612470994884e-20,0.002801790436548375,,True
PRI_UPSTREAM_CENTER_F1p0,DECISION_GRADE_PHYSICAL_SCREEN,FIXED_RANDOM,64,2668405087.428042,306282950400.0,3988237346.893215,270334973821.5978,34628144318.93747,-0.00042724609375,1.3828911450345963e-15,0.029910620848340123,70.07876689027871,1.380845091505043,0.79916953125,0.6671223699179336,0.08107198008241519,0.33743544131427405,0.06371292507395455,0.33875214637937184,0.06188121067659288,0.33868406775160187,0.026092240268106054,0.1070265625,0.0249765625,0.2853776878298995,0.2880922757201151,0.9226034223941597,1.286255|0.97874291|0.5622381|0.9302652|0.76593844|0.7910213|0.97395672|1.2590976|0.97653505|0.31146193|1.1212326|0.3412782|1.1644846|0.71991378|0.20156844|0.82428587|1.0702942|1.3429072|0.79893401|0.24195439|0.39952454|0.069992785|0.87693552|0.23033109|0.12633021|0.93996|0.44959231|0.14887648|0.74013989|0.31893214|0.096412291|0.66661825|0.84999789|1.2745133|0.67837552|1.0540681|0.75004045|0.46957436|0.76129505|0.28923431|1.1530434|0.76645777|0.52360923|0.59375738|0.25449153|0.21615261|1.1254867|1.0020224|0.59941236|0.80951257|0.43899956|0.097531919|0.55875162|1.0455844|0.94203869|0.99941672|0.54980204|0.85393775|0.18912721|0.98993282|1.2621767|0.84736824|1.2918033|1.0548403,1.9711819|1.6196872|0.98633643|1.4431237|1.2568967|1.2730159|1.5363932|1.9734495|1.6174539|0.62722196|1.6770365|0.67410773|1.74392|1.2234949|0.42608759|1.2291614|1.6679781|2.1076082|1.3781837|0.50171923|0.62983729|0.17054207|1.2751716|0.4701482|0.23473095|1.3722946|0.79474426|0.30282781|1.0943467|0.57738977|0.20339658|0.97775427|1.3245132|1.9715004|1.1900166|1.6431751|1.2565295|0.8132648|1.1815571|0.54545363|1.7125812|1.2863484|0.89385926|0.95065663|0.47051753|0.36293153|1.6518717|1.6163945|1.0384485|1.2759212|0.77065341|0.22670367|0.82630429|1.5879233|1.5242737|1.6008666|0.96576841|1.3314918|0.41896552|1.4655202|1.9685864|1.4317333|2.0100211|1.7335162,0.91228388|0.96455533|0.69380977|0.70831997|0.73248369|0.70499346|0.79306723|0.9924763|0.96986551|0.57511191|0.71070694|0.58345498|0.74209729|0.77957475|0.42228383|0.51472037|0.81506054|1.062747|0.92061139|0.48583494|0.33517787|0.19660682|0.46672647|0.42446131|0.19449606|0.51055778|0.55278996|0.2861706|0.43777958|0.424342|0.20401172|0.37506239|0.64518182|0.94218933|0.82475172|0.82137098|0.7773761|0.55617121|0.58015902|0.43994454|0.69781962|0.79143025|0.58932127|0.52113448|0.36824163|0.23296753|0.62939831|0.88443039|0.7048025|0.663511|0.5376894|0.25548392|0.33295389|0.70118196|0.84718143|0.87093127|0.67694887|0.66644544|0.4319977|0.59218421|0.96363084|0.90558649|0.9930557|1.0150245,0.9999993|0.99947952|0.93356831|0.17456279|0.29849703|0.0097807707|0.17089064|-0.26240964|-0.48092809|-0.32498072,3.586778364675949,False,139.39164878749872,372.42406791392625,603.2500170289659,928.691757088072,381.8502812219959,526.1628850652887,652.256988800376,826.2596438724124,1900.1334880956006,3357.9243710683368,4902.3535497117655,7316.5104254812595,3.762778048200776e-12,2.4333612470994884e-20,0.002801790436548375,,True
PRI_UPSTREAM_CENTER_F2p0,DECISION_GRADE_PHYSICAL_SCREEN,SINGLE_PULSE,12,1842786835.5688357,9600000000.0,6.032144101942665e-05,7714220757.24712,3728566078.3216667,-1.1444091796875e-05,1.0001140422630357e-15,-8.77554540876814e-09,68.32504715824456,0.21008197604035325,0.10237916666666666,0.6591355932836369,0.08017920915946872,0.04712672849203907,0.024531149520035798,0.04807376636420952,0.02427573009955167,0.153036337717315,0.013824564771535465,0.8854791666666667,0.004908333333333333,0.9993950129332245,0.9996429989986462,0.9976224374445697,0.32778215|0.011602229|0.00050707669|2.4385849e-05|1.2225676e-06|6.2338738e-08|3.1984593e-09|1.6589548e-10|7.2258038e-12|1.6968249e-12|-1.2390661e-12|1.2637821e-12,1.6177991|0.1049985|0.0057150179|0.00030011732|1.557642e-05|8.0496844e-07|4.1507905e-08|2.1637335e-09|8.7725425e-11|2.8424303e-11|-2.2473944e-11|2.2800935e-11,1.6394429|0.30994012|0.021688499|0.0012344406|6.5932966e-05|3.4437615e-06|1.7836954e-07|9.2327718e-09|4.541806e-10|4.5532747e-11|-1.9803759e-11|2.1148776e-11,,nan,True,126.3705082635002,307.34392619123736,447.4166123582994,634.9333872666559,320.45972955523655,416.1130882504115,491.7349125767812,592.1371484619616,1826.9593698694146,3284.750293875101,4829.179406255124,7243.336300235432,5.360453279216991e-13,2.873767386277907e-20,0.0026683916435649804,NUMERICAL_OR_MASS_BALANCE,False
PRI_UPSTREAM_CENTER_F2p0,DECISION_GRADE_PHYSICAL_SCREEN,STEP_ON_OFF,12,1842786835.5688357,38400000000.0,169.88447079472962,28424194412.222443,11818592253.461826,9.5367431640625e-05,2.369801873570394e-15,7.646737700506133e-10,68.43313846794602,0.7707435935582299,0.3248666666666667,0.6281194077653174,0.07669567350105125,0.1759797661428104,0.07833023107189767,0.17759720585123032,0.07692996585864725,0.25072010479289286,0.014073272077293919,0.6460708333333334,0.020175,0.6478931530323159,0.632425152812162,0.840878147010592,0.0059310106|0.00025979162|0.32186364|0.3331942|0.33368818|0.33371191|0.011861957|0.00051957997|2.5012959e-05|1.2545487e-06|6.3980372e-08|3.28294e-09,0.05396652|0.0029345369|1.5639867|1.6659046|1.671458|1.6717497|0.10793221|0.0058690313|0.00030810991|1.5989438e-05|8.2627689e-07|4.2606601e-08,0.16055072|0.011161322|1.4795263|1.7777048|1.7987271|1.799926|0.32109791|0.022322462|0.0012682814|6.770013e-05|3.5352952e-06|1.830962e-07,,nan,False,126.3705082635002,307.34392619123736,447.4166123582994,634.9333872666559,320.45972955523655,416.1130882504115,491.7349125767812,592.1371484619616,1826.9593698694146,3284.750293875101,4829.179406255124,7243.336300235432,5.360453279216991e-13,2.873767386277907e-20,0.0026683916435649804,NUMERICAL_OR_MASS_BALANCE,False
PRI_UPSTREAM_CENTER_F2p0,DECISION_GRADE_PHYSICAL_SCREEN,ALTERNATING_BINARY,12,1842786835.5688357,57600000000.0,330820707.7204339,42111210338.686646,17000755789.161818,-6.67572021484375e-05,1.1230496701492456e-15,0.002763594695124473,68.32504715824456,1.141051811599968,0.5225208333333333,0.62279191595669,0.0760946673491796,0.2550576155873649,0.08244771160684097,0.2570578010937015,0.07910455056538712,0.278495048337732,0.011645884298037708,0.4025166666666667,0.0282625,-0.999551869361092,-0.9996024959911877,-0.07965080983217294,0.32778215|0.011602229|0.32235821|0.011366824|0.32234693|0.011366259|0.3223469|0.011366257|0.3223469|0.011366257|0.3223469|0.011366257,1.6177991|0.1049985|1.5695476|0.10236408|1.5694092|0.10235689|1.5694088|0.10235687|1.5694088|0.10235687|1.5694088|0.10235687,1.6394429|0.30994012|1.5005807|0.30001324|1.5000125|0.29998283|1.5000109|0.29998275|1.5000109|0.29998275|1.5000109|0.29998275,,nan,False,126.3705082635002,307.34392619123736,447.4166123582994,634.9333872666559,320.45972955523655,416.1130882504115,491.7349125767812,592.1371484619616,1826.9593698694146,3284.750293875101,4829.179406255124,7243.336300235432,5.360453279216991e-13,2.873767386277907e-20,0.0026683916435649804,NUMERICAL_OR_MASS_BALANCE,False
